model,locale,name,script,script_type,old_score,new_score,norm_score,comparability,delta
facebook/nllb-200-distilled-600M,mni,Manipuri,Beng,abugida,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,moh,Mohawk,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,mr,Marathi,Deva,abugida,0.9844,0.9844,,direct,0.0
facebook/nllb-200-distilled-600M,ms,Malay,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,mt,Maltese,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,mua,Mundang,Latn,alphabet,0.9697,0.9697,,direct,0.0
facebook/nllb-200-distilled-600M,mus,Muscogee,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,my,Burmese,Mymr,abugida,0.9667,0.9667,,direct,0.0
facebook/nllb-200-distilled-600M,myv,Erzya,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,mzn,Mazanderani,Arab,abjad,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,naq,Nama,Latn,alphabet,0.871,0.871,,direct,0.0
facebook/nllb-200-distilled-600M,nd,North Ndebele,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nds,Low German,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ne,Nepali,Deva,abugida,0.9851,0.9851,,direct,0.0
facebook/nllb-200-distilled-600M,nl,Dutch,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nmg,Kwasio,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nnh,Ngiemboon,Latn,alphabet,0.9815,0.9815,,direct,0.0
facebook/nllb-200-distilled-600M,no,Norwegian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nqo,N’Ko,Nkoo,alphabet,0.0,0.0,,direct,0.0
facebook/nllb-200-distilled-600M,nr,South Ndebele,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nso,Northern Sotho,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nus,Nuer,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nv,Navajo,Latn,alphabet,0.9355,0.9355,,direct,0.0
facebook/nllb-200-distilled-600M,ny,Nyanja,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,nyn,Nyankole,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,oc,Occitan,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,om,Oromo,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,or,Odia,Orya,abugida,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,os,Ossetic,Cyrl,alphabet,0.9706,0.9706,,direct,0.0
facebook/nllb-200-distilled-600M,osa,Osage,Osge,alphabet,0.075,0.075,,direct,0.0
facebook/nllb-200-distilled-600M,pa,Punjabi,Guru,abugida,0.8676,0.8676,,direct,0.0
facebook/nllb-200-distilled-600M,pap,Papiamento,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,pcm,Nigerian Pidgin,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,pis,Pijin,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,pl,Polish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,prg,Prussian,Latn,alphabet,0.9744,0.9744,,direct,0.0
facebook/nllb-200-distilled-600M,ps,Pashto,Arab,abjad,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,pt,Portuguese,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,qu,Quechua,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,quc,Kʼicheʼ,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,raj,Rajasthani,Deva,abugida,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,rhg,Rohingya,Rohg,abjad,0.0,0.0,,direct,0.0
facebook/nllb-200-distilled-600M,rif,Riffian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,rm,Romansh,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,rn,Rundi,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ro,Romanian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,rof,Rombo,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ru,Russian,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,rw,Kinyarwanda,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,rwk,Rwa,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sa,Sanskrit,Deva,abugida,0.9286,0.9286,,direct,0.0
facebook/nllb-200-distilled-600M,sah,Yakut,Cyrl,alphabet,0.9231,0.9231,,direct,0.0
facebook/nllb-200-distilled-600M,saq,Samburu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sat,Santali,Olck,alphabet,0.9722,0.9722,,direct,0.0
facebook/nllb-200-distilled-600M,sbp,Sangu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sc,Sardinian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,scn,Sicilian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sd,Sindhi,Arab,abjad,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sdh,Southern Kurdish,Arab,abjad,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,se,Northern Sami,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,seh,Sena,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ses,Koyraboro Senni,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sg,Sango,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,shi,Tachelhit,Tfng,alphabet,0.9688,0.9688,,direct,0.0
facebook/nllb-200-distilled-600M,shn,Shan,Mymr,abugida,0.8696,0.8696,,direct,0.0
facebook/nllb-200-distilled-600M,si,Sinhala,Sinh,abugida,0.8784,0.8784,,direct,0.0
facebook/nllb-200-distilled-600M,sid,Sidamo,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sk,Slovak,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,skr,skr,Arab,abjad,0.9592,0.9592,,direct,0.0
facebook/nllb-200-distilled-600M,sl,Slovenian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sma,Southern Sami,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,smj,Lule Sami,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,smn,Inari Sami,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sms,Skolt Sami,Latn,alphabet,0.9167,0.9167,,direct,0.0
facebook/nllb-200-distilled-600M,sn,Shona,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,so,Somali,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sq,Albanian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sr,Serbian,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ss,Swati,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ssy,Saho,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,st,Southern Sotho,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,su,Sundanese,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sv,Swedish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,sw,Swahili,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,syr,Syriac,Syrc,abjad,0.0,0.0,,direct,0.0
facebook/nllb-200-distilled-600M,szl,Silesian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ta,Tamil,Taml,abugida,0.9787,0.9787,,direct,0.0
facebook/nllb-200-distilled-600M,te,Telugu,Telu,abugida,0.8857,0.8857,,direct,0.0
facebook/nllb-200-distilled-600M,teo,Teso,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tg,Tajik,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,th,Thai,Thai,abugida,0.9315,0.9315,,direct,0.0
facebook/nllb-200-distilled-600M,ti,Tigrinya,Ethi,syllabary,0.897,0.897,,within_script_only,0.0
facebook/nllb-200-distilled-600M,tig,Tigre,Ethi,syllabary,0.6173,0.6173,,within_script_only,0.0
facebook/nllb-200-distilled-600M,tk,Turkmen,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tn,Tswana,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,to,Tongan,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tok,Toki Pona,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tpi,Tok Pisin,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tr,Turkish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,trv,Taroko,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,trw,Torwali,Arab,abjad,0.9375,0.9375,,direct,0.0
facebook/nllb-200-distilled-600M,ts,Tsonga,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tt,Tatar,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,twq,Tasawaq,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tyv,Tuvinian,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,tzm,Central Atlas Tamazight,Latn,alphabet,0.9677,0.9677,,direct,0.0
facebook/nllb-200-distilled-600M,ug,Uyghur,Arab,abjad,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,uk,Ukrainian,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,ur,Urdu,Arab,abjad,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,uz,Uzbek,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,vai,Vai,Vaii,syllabary,0.0,0.0,,within_script_only,0.0
facebook/nllb-200-distilled-600M,ve,Venda,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,vec,Venetian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,vi,Vietnamese,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,vmw,Makhuwa,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,vo,Volapük,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,vun,Vunjo,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,wa,Walloon,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,wae,Walser,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,wal,Wolaytta,Ethi,syllabary,0.625,0.625,,within_script_only,0.0
facebook/nllb-200-distilled-600M,wbp,Warlpiri,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,wo,Wolof,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,xh,Xhosa,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,xnr,Kangri,Deva,abugida,0.9697,0.9697,,direct,0.0
facebook/nllb-200-distilled-600M,xog,Soga,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,yav,Yangben,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,yi,Yiddish,Hebr,abjad,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,yo,Yoruba,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,yrl,Nheengatu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,yue,Cantonese,Hant,logographic,0.8368,0.8368,,within_script_only,0.0
facebook/nllb-200-distilled-600M,za,Zhuang,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/nllb-200-distilled-600M,zgh,Standard Moroccan Tamazight,Tfng,alphabet,0.9688,0.9688,,direct,0.0
facebook/nllb-200-distilled-600M,zh,Chinese,Hans,logographic,0.8905,0.8905,,within_script_only,0.0
facebook/nllb-200-distilled-600M,zu,Zulu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,aa,Afar,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ab,Abkhazian,Cyrl,alphabet,0.75,0.75,,direct,0.0
facebook/xglm-564M,af,Afrikaans,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,agq,Aghem,Latn,alphabet,0.9423,0.9423,,direct,0.0
facebook/xglm-564M,ak,Akan,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,am,Amharic,Ethi,syllabary,0.7908,0.7908,,within_script_only,0.0
facebook/xglm-564M,an,Aragonese,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ann,Obolo,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,apc,apc,Arab,abjad,1.0,1.0,,direct,0.0
facebook/xglm-564M,ar,Arabic,Arab,abjad,1.0,1.0,,direct,0.0
facebook/xglm-564M,arn,Mapuche,Latn,alphabet,0.96,0.96,,direct,0.0
facebook/xglm-564M,as,Assamese,Beng,abugida,0.9492,0.9492,,direct,0.0
facebook/xglm-564M,asa,Asu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ast,Asturian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,az,Azerbaijani,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ba,Bashkir,Cyrl,alphabet,0.9286,0.9286,,direct,0.0
facebook/xglm-564M,bal,Baluchi,Arab,abjad,1.0,1.0,,direct,0.0
facebook/xglm-564M,bas,Basaa,Latn,alphabet,0.9355,0.9355,,direct,0.0
facebook/xglm-564M,be,Belarusian,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,bem,Bemba,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,bew,Betawi,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,bez,Bena,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,bg,Bulgarian,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,bgc,Haryanvi,Deva,abugida,1.0,1.0,,direct,0.0
facebook/xglm-564M,bgn,Western Balochi,Arab,abjad,1.0,1.0,,direct,0.0
facebook/xglm-564M,bho,Bhojpuri,Deva,abugida,1.0,1.0,,direct,0.0
facebook/xglm-564M,blo,Anii,Latn,alphabet,0.9388,0.9388,,direct,0.0
facebook/xglm-564M,blt,Tai Dam,Tavt,abugida,0.0,0.0,,direct,0.0
facebook/xglm-564M,bm,Bambara,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,bn,Bangla,Beng,abugida,0.8235,0.8235,,direct,0.0
facebook/xglm-564M,bo,Tibetan,Tibt,abugida,0.046,0.046,,direct,0.0
facebook/xglm-564M,br,Breton,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,brx,Bodo,Deva,abugida,0.9836,0.9836,,direct,0.0
facebook/xglm-564M,bs,Bosnian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,bss,Akoose,Latn,alphabet,0.9423,0.9423,,direct,0.0
facebook/xglm-564M,byn,Blin,Ethi,syllabary,0.7578,0.7578,,within_script_only,0.0
facebook/xglm-564M,ca,Catalan,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,cad,Caddo,Latn,alphabet,0.9333,0.9333,,direct,0.0
facebook/xglm-564M,cch,Atsam,Latn,alphabet,0.9643,0.9643,,direct,0.0
facebook/xglm-564M,ccp,Chakma,Cakm,abugida,0.0,0.0,,direct,0.0
facebook/xglm-564M,ce,Chechen,Cyrl,alphabet,0.9706,0.9706,,direct,0.0
facebook/xglm-564M,ceb,Cebuano,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,cgg,Chiga,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,cho,Choctaw,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,chr,Cherokee,Cher,syllabary,0.0,0.0,,within_script_only,0.0
facebook/xglm-564M,cic,Chickasaw,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ckb,Central Kurdish,Arab,abjad,1.0,1.0,,direct,0.0
facebook/xglm-564M,co,Corsican,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,cop,Coptic,Copt,alphabet,0.0312,0.0312,,direct,0.0
facebook/xglm-564M,cs,Czech,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,csw,Swampy Cree,Cans,syllabary,0.7732,0.7732,,within_script_only,0.0
facebook/xglm-564M,cu,Church Slavic,Cyrl,alphabet,0.5,0.5,,direct,0.0
facebook/xglm-564M,cv,Chuvash,Cyrl,alphabet,0.8919,0.8919,,direct,0.0
facebook/xglm-564M,cy,Welsh,Latn,alphabet,0.9388,0.9388,,direct,0.0
facebook/xglm-564M,da,Danish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,dav,Taita,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,de,German,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,dje,Zarma,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,doi,Dogri,Deva,abugida,0.8857,0.8857,,direct,0.0
facebook/xglm-564M,dsb,Lower Sorbian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,dua,Duala,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,dv,Divehi,Thaa,abjad,0.0,0.0,,direct,0.0
facebook/xglm-564M,dyo,Jola-Fonyi,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,dz,Dzongkha,Tibt,abugida,0.0517,0.0517,,direct,0.0
facebook/xglm-564M,ebu,Embu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ee,Ewe,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,el,Greek,Grek,alphabet,0.9722,0.9722,,direct,0.0
facebook/xglm-564M,en,English,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,eo,Esperanto,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,es,Spanish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,et,Estonian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,eu,Basque,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ewo,Ewondo,Latn,alphabet,0.9615,0.9615,,direct,0.0
facebook/xglm-564M,fa,Persian,Arab,abjad,1.0,1.0,,direct,0.0
facebook/xglm-564M,ff,Fula,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,fi,Finnish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,fil,Filipino,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,fo,Faroese,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,fr,French,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,frr,Northern Frisian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,fur,Friulian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,fy,Western Frisian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ga,Irish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,gaa,Ga,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,gd,Scottish Gaelic,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,gez,Geez,Ethi,syllabary,0.8122,0.8122,,within_script_only,0.0
facebook/xglm-564M,gl,Galician,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,gn,Guarani,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,gsw,Swiss German,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,gu,Gujarati,Gujr,abugida,0.8235,0.8235,,direct,0.0
facebook/xglm-564M,guz,Gusii,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,gv,Manx,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ha,Hausa,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,haw,Hawaiian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,he,Hebrew,Hebr,abjad,1.0,1.0,,direct,0.0
facebook/xglm-564M,hi,Hindi,Deva,abugida,0.9701,0.9701,,direct,0.0
facebook/xglm-564M,hnj,Hmong Njua,Hmnp,alphabet,0.0,0.0,,direct,0.0
facebook/xglm-564M,hr,Croatian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,hsb,Upper Sorbian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ht,Haitian Creole,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,hu,Hungarian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,hy,Armenian,Armn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ia,Interlingua,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,id,Indonesian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ie,Interlingue,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ig,Igbo,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ii,Sichuan Yi,Yiii,syllabary,0.0,0.0,,within_script_only,0.0
facebook/xglm-564M,io,Ido,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,is,Icelandic,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,it,Italian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,iu,Inuktitut,Cans,syllabary,0.7982,0.7982,,within_script_only,0.0
facebook/xglm-564M,ja,Japanese,Jpan,mixed_logographic,0.839,0.839,,within_script_only,0.0
facebook/xglm-564M,jbo,Lojban,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,jgo,Ngomba,Latn,alphabet,0.9111,0.9111,,direct,0.0
facebook/xglm-564M,jmc,Machame,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,jv,Javanese,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ka,Georgian,Geor,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kaa,Kara-Kalpak,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kab,Kabyle,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kaj,Jju,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kam,Kamba,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kcg,Tyap,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kde,Makonde,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kea,Kabuverdianu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ken,Kenyang,Latn,alphabet,0.9756,0.9756,,direct,0.0
facebook/xglm-564M,kgp,Kaingang,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,khq,Koyra Chiini,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ki,Kikuyu,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kk,Kazakh,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kkj,Kako,Latn,alphabet,0.9787,0.9787,,direct,0.0
facebook/xglm-564M,kl,Kalaallisut,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kln,Kalenjin,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,km,Khmer,Khmr,abugida,0.8889,0.8889,,direct,0.0
facebook/xglm-564M,kn,Kannada,Knda,abugida,0.8169,0.8169,,direct,0.0
facebook/xglm-564M,ko,Korean,Kore,featural_syllabary,0.0706,0.0706,0.0448,within_script_only,0.0
facebook/xglm-564M,kok,Konkani,Deva,abugida,0.974,0.974,,direct,0.0
facebook/xglm-564M,kpe,Kpelle,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ks,Kashmiri,Arab,abjad,0.9348,0.9348,,direct,0.0
facebook/xglm-564M,ksb,Shambala,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ksf,Bafia,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ksh,Colognian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ku,Kurdish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kw,Cornish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,kxv,Kuvi,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ky,Kyrgyz,Cyrl,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,la,Latin,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,lag,Langi,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,lb,Luxembourgish,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,lg,Ganda,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,lij,Ligurian,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,lkt,Lakota,Latn,alphabet,0.9667,0.9667,,direct,0.0
facebook/xglm-564M,lld,lld,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,lmo,Lombard,Latn,alphabet,1.0,1.0,,direct,0.0
facebook/xglm-564M,ln,Lingala,Latn,alphabet,0.9512,0.9512,,direct,0.0
facebook/xglm-564M,lo,Lao,Laoo,abugida,0.8909,0.8909,,direct,0.0
facebook/xglm-564M,lrc,Northern Luri,Arab,abjad,0.8837,0.8837,,direct,0.0
